20130107,Auckland,Hard,Yen Hsun Lu,Benoit Paire,,,,,,,0.56066655951381161,-0.57862891823423557,
20130107,Sydney,Hard,Ryan Harrison,Roberto Bautista Agut,,,,,,,0.6131747792265031,-0.48910526259793757,
20130107,Auckland,Hard,Lukas Lacko,Paolo Lorenzi,,,,,,,0.76490448166151548,-0.26800431352451387,
20130107,Sydney,Hard,Julien Benneteau,Pablo Andujar,,,,,,,0.87584005620069416,-0.13257178896206115,
20130107,Auckland,Hard,Thomaz Bellucci,David Goffin,,,,,,,0.46551870783897864,-0.76460299437443124,
20130107,Sydney,Hard,Radek Stepanek,Guillermo Garcia Lopez,,,,,,,0.86780688732705857,-0.14178606911209282,
20130107,Auckland,Hard,Igor Sijsling,Robin Haase,,,,,,,0.53789775349042446,-0.62008678615630841,
20130107,Sydney,Hard,Denis Istomin,James Duckworth,,,,,,,0.86987843627284056,-0.13940180551845541,
20130107,Auckland,Hard,Gael Monfils,Benjamin Becker,,,,,,,0.74284169725112981,-0.29727231584603225,
20130107,Sydney,Hard,Kevin Anderson,Aljaz Bedene,,,,,,,0.80252039413539067,-0.21999801104805411,
20130107,Auckland,Hard,Greg Jones,Jurgen Melzer,,,,,,,0.14526027379794551,-1.9292281539239864,
20130107,Sydney,Hard,Feliciano Lopez,Jeremy Chardy,,,,,,,0.56877204421062078,-0.56427555041644861,
20130107,Auckland,Hard,Brian Baker,Jerzy Janowicz,,,,,,,0.36229846039964508,-1.0152869306080892,
20130107,Sydney,Hard,Marcel Granollers,Matthew Ebden,,,,,,,0.67312135433377418,-0.39582964711768404,
20130107,Auckland,Hard,Jesse Levine,Daniel King Turner,,,,,,,0.91466157641253154,-0.08920114396660557,
20130107,Sydney,Hard,Fabio Fognini,Grigor Dimitrov,,,,,,,0.20773344247976605,-1.5714995476777709,
20130107,Auckland,Hard,Olivier Rochus,Albert Ramos,,,,,,,0.57595501197078214,-0.55172572555393118,
20130107,Sydney,Hard,John Millman,Tommy Robredo,,,,,,,0.27153609254383615,-1.3036602108972017,
20130107,Auckland,Hard,Xavier Malisse,Martin Klizan,,,,,,,0.67579121042448986,-0.39187111096514671,
20130107,Sydney,Hard,Florian Mayer,Joao Sousa,,,,,,,0.88532841432683185,-0.12179661317609863,
20130107,Auckland,Hard,Santiago Giraldo,Go Soeda,,,,,,,0.62163323645756507,-0.4754050121535493,
20130107,Sydney,Hard,Bernard Tomic,Marinko Matosevic,,,,,,,0.57385047145594936,-0.5553864192892739,
20130107,Auckland,Hard,Alejandro Falla,Grega Zemlja,,,,,,,0.44836608852446158,-0.80214521837718988,
20130107,Sydney,Hard,Jarkko Nieminen,Bjorn Phau,,,,,,,0.66548836612475426,-0.40723412270510023,
20130107,Auckland,Hard,David Ferrer,Yen Hsun Lu,,,,,,,0.89255628929937791,-0.11366569807412354,
20130107,Sydney,Hard,Ryan Harrison,John Isner,,,,,,,0.31518710953363249,-1.1545888179843264,
20130107,Auckland,Hard,Lukas Lacko,Thomaz Bellucci,,,,,,,0.51172765778817597,-0.66996271384386741,
20130107,Sydney,Hard,Julien Benneteau,Radek Stepanek,,,,,,,0.38862229435205475,-0.94514737273217075,
20130107,Auckland,Hard,Tommy Haas,Igor Sijsling,,,,,,,0.80518846215186568,-0.21667891448972343,
