Date,Tourney,Winner_name,Loser_name,Mrkt_Open_Time,W_MrkOp_odds,L_MrkOp_odds,Mrkt_Cls_Time,W_MrkCl_odds,L_MrkCl_odds,Curr_Mrkt_Time,W_Max_odds,Curr_Mrkt_Time,L_Max_odds
20160208,Memphis,Taylor Harry Fritz,Steve Johnson,20160210 1941,2.9,1.52,20160212 0134,2.82,1.55,20160211 0956,3.0,20160211 2311,1.61
20160208,Memphis,Denis Kudla,Rajeev Ram,20160207 1701,1.83,2.2,20160208 2006,1.75,2.34,20160207 1701,1.83,20160208 2003,2.38
20160208,Memphis,Henri Laaksonen,Matthew Ebden,20160208 2147,1.85,2.18,20160209 2036,1.79,2.24,20160208 2147,1.85,20160209 1009,2.4
20160208,Memphis,Yoshihito Nishioka,Jared Donaldson,20160208 1200,1.95,2.06,20160208 2120,1.97,2.04,20160208 2114,2.06,20160208 1251,2.1
20160208,Memphis,Illya Marchenko,Samuel Groth,20160207 2230,1.64,2.56,20160208 2148,1.69,2.38,20160208 2127,1.71,20160208 0734,2.62
20160208,Memphis,Ricardas Berankis,Dudi Sela,20160207 1220,1.98,2.02,20160209 2052,1.95,2.04,20160208 2012,2.0,20160207 2153,2.16
20160208,Memphis,Marcel Granollers,Malek Jaziri,20160207 2159,1.65,2.54,20160209 1904,1.77,2.28,20160209 1855,1.81,20160207 2159,2.54
20160208,Memphis,John Millman,Austin Krajicek,20160207 1850,1.5,3.0,20160209 2004,1.53,2.88,20160209 1940,1.55,20160208 0958,3.05
20160208,Memphis,Benjamin Becker,Tommy Paul,20160208 2119,1.49,3.05,20160210 0314,1.43,3.35,20160209 0018,1.5,20160210 0314,3.35
20160208,Rotterdam,Martin Klizan,Gael Monfils,20160213 2205,3.55,1.36,20160214 1441,3.9,1.34,20160214 0647,4.2,20160213 2205,1.36
20160208,Rotterdam,Martin Klizan,Roberto Bautista Agut,20160211 2318,3.5,1.4,20160212 1341,3.3,1.43,20160211 2323,3.65,20160212 1108,1.46
20160208,Rotterdam,Philipp Kohlschreiber,Marin Cilic,20160210 1746,2.86,1.54,20160212 1840,2.8,1.55,20160212 1828,2.88,20160210 2131,1.61
20160208,Rotterdam,Nicolas Mahut,Jeremy Chardy,20160210 2023,2.38,1.73,20160211 1009,2.74,1.57,20160211 1002,2.74,20160210 2222,1.75
20160208,Rotterdam,Martin Klizan,Marcos Baghdatis,20160210 0842,2.2,1.83,20160211 1838,2.5,1.67,20160211 1700,2.52,20160210 0842,1.83
20160208,Rotterdam,Roberto Bautista Agut,Jiri Vesely,20160210 2352,1.27,4.7,20160211 1344,1.24,5.1,20160211 1149,1.28,20160211 1344,5.1
20160208,Rotterdam,Gael Monfils,Borna Coric,20160209 2240,1.75,2.32,20160210 2034,1.29,4.3,20160209 2240,1.75,20160210 2031,4.5
20160208,Rotterdam,Philipp Kohlschreiber,Ivan Dodig,20160210 0326,1.62,2.6,20160210 1010,1.53,2.88,20160210 0647,1.67,20160210 1010,2.88
20160208,Rotterdam,Marin Cilic,Gilles Muller,20160209 1705,1.51,2.96,20160210 1230,1.47,3.15,20160210 0925,1.54,20160210 1200,3.2
20160208,Rotterdam,Jeremy Chardy,Evgeny Donskoy,20160209 1757,1.42,3.35,20160210 1135,1.4,3.35,20160210 0912,1.43,20160210 1124,3.5
20160208,Rotterdam,Nicolas Mahut,Teymuraz Gabashvili,20160208 0817,1.87,2.14,20160208 2134,2.16,1.85,20160208 2013,2.26,20160208 1037,2.26
20160208,Rotterdam,Viktor Troicki,Andrey Kuznetsov,20160207 1718,1.51,2.96,20160210 1404,1.66,2.5,20160210 1402,1.68,20160207 1718,2.96
20160208,Rotterdam,Marcos Baghdatis,David Goffin,20160207 0558,2.72,1.58,20160209 1424,2.84,1.53,20160209 0857,3.0,20160207 0558,1.58
20160208,Rotterdam,Martin Klizan,Tommy Robredo,20160207 0520,2.54,1.65,20160209 2014,2.08,1.91,20160207 0520,2.54,20160209 1516,1.95
20160208,Rotterdam,Roberto Bautista Agut,Joao Sousa,20160207 2135,1.5,3.0,20160210 0954,1.36,3.9,20160210 0002,1.51,20160210 0954,3.9
20160208,Rotterdam,Gael Monfils,Ernests Gulbis,20160208 1056,1.66,2.56,20160209 1826,1.48,3.05,20160209 0842,1.67,20160209 1823,3.15
20160208,Rotterdam,Borna Coric,Thiemo De Bakker,20160207 1414,1.61,2.62,20160208 1839,1.52,2.9,20160207 1414,1.61,20160208 1810,3.35
20160208,Rotterdam,Alexander Zverev,Vasek Pospisil,20160207 1700,2.18,1.85,20160210 1501,2.36,1.72,20160210 1225,2.36,20160209 1754,1.91
20160208,Rotterdam,Philipp Kohlschreiber,Julien Benneteau,20160209 1219,1.13,9.0,20160209 1231,1.13,8.8,20160209 1219,1.13,20160209 1219,9.0
20160208,Rotterdam,Marin Cilic,Denis Istomin,20160207 2332,1.19,6.4,20160208 1333,1.15,7.4,20160207 2332,1.19,20160208 1329,7.8
20160201,Montpellier,Richard Gasquet,Paul Henri Mathieu,20160206 1920,1.32,4.1,20160207 1345,1.28,4.5,20160206 1941,1.33,20160207 1339,4.6
20160201,Montpellier,Richard Gasquet,Marcos Baghdatis,20160204 0445,1.5,3.0,20160205 1850,1.46,3.15,20160204 0642,1.54,20160205 1831,3.15
20160201,Montpellier,Dustin Brown,Ruben Bemelmans,20160204 2208,1.76,2.32,20160205 2035,1.69,2.42,20160204 2308,1.79,20160205 0922,2.6
20160201,Montpellier,Alexander Zverev,Michael Berrer,20160204 0555,1.57,2.74,20160205 1301,1.58,2.7,20160205 0937,1.63,20160205 1146,2.76
20160201,Montpellier,Richard Gasquet,Ernests Gulbis,20160216 1755,1.46,3.15,20160218 1733,1.27,4.8,20160216 1755,1.46,20160218 1733,4.8
20160201,Montpellier,Marcos Baghdatis,Taro Daniel,20160202 2047,1.44,3.25,20160203 1309,1.51,2.94,20160203 1238,1.54,20160202 2047,3.25
20160201,Montpellier,Ruben Bemelmans,Jan Lennard Struff,20160203 0857,2.78,1.56,20160204 1304,2.68,1.6,20160204 1035,2.82,20160204 1248,1.61
20160201,Montpellier,Alexander Zverev,Marin Cilic,20160203 0815,5.0,1.25,20160203 1938,5.2,1.23,20160203 1938,5.2,20160203 0815,1.25
20160201,Montpellier,Ernests Gulbis,Quentin Halys,20160201 0000,1.49,3.0,20160202 1807,1.51,3.0,20160202 0433,1.59,20160202 1806,3.1
20160201,Montpellier,Taro Daniel,Denis Istomin,20160131 1807,2.96,1.51,20160201 2008,2.84,1.54,20160201 0919,3.0,20160201 1858,1.55
20160201,Montpellier,Dustin Brown,Steve Darcis,20160201 2134,1.66,2.52,20160202 1535,1.9,2.1,20160202 1535,1.9,20160202 0442,2.62
20160201,Montpellier,John Millman,Julien Benneteau,20160201 1404,1.65,2.52,20160202 1932,1.68,2.46,20160202 1814,1.73,20160202 1048,2.6
20160201,Montpellier,Michael Berrer,Borna Coric,20160201 0851,3.3,1.44,20160202 1507,3.6,1.38,20160202 1455,3.8,20160202 0845,1.46
20160201,Montpellier,Kenny De Schepper,Nikoloz Basilashvili,20160202 0022,1.52,2.92,20160202 1319,1.44,3.2,20160202 1133,1.54,20160202 1318,3.25
20160201,Montpellier,Alexander Zverev,Luca Vanni,20160131 1715,1.55,2.8,20160201 1537,1.44,3.25,20160131 1715,1.55,20160201 1536,3.35
20160201,Quito,Thomaz Bellucci,Paolo Lorenzi,20160206 0919,1.64,2.56,20160206 1806,1.58,2.68,20160206 0919,1.64,20160206 1805,2.72
20160201,Quito,Thomaz Bellucci,Pablo Carreno Busta,20160204 1250,1.7,2.42,20160205 1659,1.7,2.4,20160205 1658,1.71,20160205 0658,2.56
20160201,Quito,Paolo Lorenzi,Alejandro Falla,20160203 0851,1.48,3.05,20160203 2101,1.45,3.1,20160203 1240,1.53,20160203 2058,3.1
20160201,Quito,Thomaz Bellucci,Albert Montanes,20160202 0824,1.4,3.5,20160203 1738,1.31,4.2,20160202 0824,1.4,20160203 1738,4.2
20160201,Quito,Renzo Olivo,Fernando Verdasco,20160202 1800,3.45,1.41,20160204 2130,3.7,1.37,20160204 2130,3.7,20160203 1224,1.5
20160201,Quito,Roberto Carballes Baena,Austin Krajicek,20160131 1214,1.52,2.92,20160201 1700,1.48,3.1,20160201 1445,1.62,20160201 1700,3.1
20160201,Quito,Paolo Lorenzi,Gonzalo Escobar,20160202 0837,1.18,6.6,20160202 2343,1.14,7.2,20160202 0837,1.18,20160202 2219,8.6
20160201,Quito,Albert Montanes,Jozef Kovalik,20160201 0601,1.94,2.06,20160201 1714,2.08,1.95,20160201 1714,2.08,20160201 0601,2.06
20160201,Quito,Pablo Carreno Busta,Rogerio Dutra Silva,20160131 2042,1.47,3.15,20160201 1605,1.4,3.55,20160131 2349,1.49,20160201 1549,3.75
20160201,Quito,Andrej Martin,Marcel Granollers,20160201 1533,3.25,1.44,20160202 1754,3.6,1.38,20160202 1740,3.6,20160201 1533,1.44
20160201,Quito,Renzo Olivo,Alejandro Gonzalez,20160201 0511,1.71,2.4,20160201 1936,1.72,2.36,20160201 1908,1.76,20160201 1719,2.46
20160201,Quito,Rajeev Ram,Horacio Zeballos,20160131 2123,5.3,1.23,20160202 1556,4.7,1.27,20160131 2123,5.3,20160202 1556,1.27
20160201,Quito,Joao Souza,Facundo Arguello,20160202 0505,2.0,2.0,20160203 0120,2.04,1.96,20160202 0523,2.06,20160202 1815,2.04
20160201,Sofia,Roberto Bautista Agut,Viktor Troicki,20160207 0805,1.58,2.7,20160207 1508,1.54,2.82,20160207 0805,1.58,20160207 0957,2.82
20160201,Sofia,Roberto Bautista Agut,Gilles Muller,20160205 1957,1.53,2.84,20160206 1212,1.55,2.78,20160206 1158,1.58,20160206 0220,2.96
20160201,Sofia,Viktor Troicki,Martin Klizan,20160205 2222,1.43,3.3,20160206 1559,1.35,3.85,20160205 2222,1.43,20160206 1559,3.85
20160201,Sofia,Roberto Bautista Agut,Adrian Mannarino,20160204 2217,1.32,4.2,20160205 1011,1.35,3.85,20160205 1009,1.35,20160205 0940,4.4
20160201,Sofia,Martin Klizan,Andreas Seppi,20160204 1411,3.05,1.48,20160205 1809,3.3,1.43,20160205 1051,3.4,20160204 1411,1.48
20160201,Sofia,Adrian Mannarino,Marius Copil,20160203 1534,1.5,3.0,20160204 1130,1.67,2.54,20160204 1130,1.67,20160203 1534,3.0
20160201,Sofia,Philipp Kohlschreiber,Damir Dzumhur,20160204 0830,1.18,6.6,20160204 1600,1.18,6.4,20160204 1447,1.19,20160204 0830,6.6
20160201,Sofia,Viktor Troicki,Daniel Brands,20160203 2203,1.44,3.25,20160204 1126,1.41,3.5,20160204 0737,1.5,20160204 1126,3.5
20160201,Sofia,Filip Krajinovic,Marsel Ilhan,20160131 0228,2.32,1.75,20160202 1604,2.1,1.88,20160202 0019,2.46,20160202 1555,1.88
20160201,Sofia,Marius Copil,Hyeon Chung,20160131 2204,2.28,1.77,20160202 0951,3.0,1.49,20160202 0943,3.2,20160131 2204,1.77
20160201,Sofia,Adrian Mannarino,Evgeny Donskoy,20160202 2203,1.68,2.48,20160203 1005,1.72,2.38,20160203 0929,1.8,20160203 0232,2.56
20160201,Sofia,Mirza Basic,Yuki Bhambri,20160201 0117,1.55,2.8,20160201 1213,1.51,2.96,20160201 1033,1.56,20160201 1058,3.0
20160201,Sofia,Ricardas Berankis,Dimitar Kuzmanov,20160202 2050,1.16,7.2,20160203 1409,1.15,7.4,20160202 2050,1.16,20160202 2202,7.8
20160201,Sofia,Martin Klizan,Alexander Lazov,20160201 0849,1.08,12.0,20160201 1356,1.09,12.0,20160201 1228,1.11,20160201 0849,12.0
20160201,Sofia,Lukas Rosol,Robin Haase,20160131 1603,1.69,2.46,20160201 1005,1.54,2.84,20160131 1603,1.69,20160201 0912,3.25
20160201,Sofia,Damir Dzumhur,Jiri Vesely,20160201 1904,3.0,1.48,20160202 1125,3.2,1.46,20160202 1116,3.2,20160202 0631,1.52
20160201,Sofia,Daniel Brands,Thomas Fabbiano,20160202 1525,1.42,3.35,20160203 1005,1.4,3.65,20160202 1525,1.42,20160203 1005,3.65
20160118,Australian Open,Gael Monfils,Andrey Kuznetsov,20160124 1143,1.28,4.6,20160124 1143,1.28,4.6,20160124 1143,1.28,20160124 1143,4.6
20160118,Australian Open,Novak Djokovic,Kei Nishikori,20160126 0759,1.18,6.4,20160126 0759,1.18,6.4,20160126 0759,1.18,20160126 0759,6.4
20160118,Australian Open,Milos Raonic,Gael Monfils,20160127 0849,1.37,3.7,20160127 0849,1.37,3.7,20160127 0849,1.37,20160127 0849,3.7
20160118,Australian Open,Andy Murray,Milos Raonic,20160128 2235,1.42,3.35,20160129 0746,1.43,3.3,20160129 0746,1.43,20160128 2235,3.35
20160118,Australian Open,Novak Djokovic,Andy Murray,20160131 0811,1.23,5.3,20160131 0811,1.23,5.3,20160131 0811,1.23,20160131 0811,5.3
20160111,Auckland,Lukas Rosol,Benoit Paire,20160106 0409,2.48,1.66,20160107 1130,2.56,1.64,20160107 0744,2.72,20160106 0409,1.66
20160104,Chennai,Stanislas Wawrinka,Borna Coric,20160109 1700,1.22,5.6,20160110 1146,1.14,7.6,20160109 1700,1.22,20160110 1133,8.2
20160104,Chennai,Stanislas Wawrinka,Benoit Paire,20160108 2015,1.26,4.9,20160109 1146,1.19,6.0,20160108 2015,1.26,20160109 1130,6.0
20160104,Chennai,Borna Coric,Aljaz Bedene,20160108 2056,1.58,2.72,20160109 1311,1.54,2.8,20160109 1104,1.64,20160108 2229,2.86
20160104,Chennai,Benoit Paire,Thomas Fabbiano,20160107 2204,1.22,5.5,20160108 1129,1.23,5.4,20160108 0131,1.24,20160107 2204,5.5
20160104,Chennai,Borna Coric,Roberto Bautista Agut,20160107 0723,3.2,1.46,20160108 1557,3.2,1.44,20160108 0743,3.3,20160107 0723,1.46
20160104,Chennai,Aljaz Bedene,Ramkumar Ramanathan,20160107 2113,1.22,5.5,20160108 1321,1.2,5.9,20160108 1256,1.23,20160108 1312,6.0
20160104,Chennai,Stanislas Wawrinka,Andrey Rublev,20160106 0651,1.13,8.6,20160106 1309,1.16,7.6,20160106 1259,1.16,20160106 1248,8.8
20160104,Chennai,Benoit Paire,Lukas Rosol,20160106 0409,1.66,2.48,20160107 1130,1.64,2.56,20160106 0409,1.66,20160107 0744,2.72
20160104,Chennai,Thomas Fabbiano,Gilles Muller,20160106 0931,4.7,1.26,20160107 1136,5.8,1.22,20160107 1114,5.9,20160106 0931,1.26
20160104,Chennai,Borna Coric,Austin Krajicek,20160105 2249,1.36,3.75,20160106 1141,1.33,4.0,20160105 2249,1.36,20160106 1129,4.2
20160104,Chennai,Roberto Bautista Agut,John Millman,20160106 0232,1.33,4.0,20160106 1450,1.35,3.75,20160106 1443,1.4,20160106 1119,4.4
20160104,Chennai,Aljaz Bedene,Luca Vanni,20160106 2131,1.44,3.25,20160107 1308,1.42,3.35,20160106 2231,1.45,20160107 1153,3.4
20160104,Chennai,Ramkumar Ramanathan,Alexander Kudryavtsev,20160107 0716,1.82,2.18,20160107 1328,2.06,1.89,20160107 1327,2.1,20160107 0716,2.18
20160104,Chennai,Andrey Rublev,Somdev Devvarman,20160104 2335,1.76,2.3,20160105 1146,1.73,2.4,20160105 0950,1.79,20160105 1146,2.4
20160104,Chennai,Ante Pavic,Nicolas Almagro,20160104 0217,3.0,1.49,20160104 1143,2.9,1.53,20160104 1127,3.45,20160104 1139,1.53
20160104,Chennai,Lukas Rosol,Santiago Giraldo,20160103 1334,1.59,2.7,20160105 1303,1.51,2.96,20160103 1334,1.59,20160105 1303,2.96
20160104,Chennai,Thomas Fabbiano,Jozef Kovalik,20160105 1146,1.6,2.7,20160105 1547,1.56,2.78,20160105 1146,1.6,20160105 1338,2.92
20160104,Chennai,Gilles Muller,Karen Khachanov,20160102 2002,1.43,3.4,20160105 1456,1.37,3.7,20160104 0611,1.46,20160105 1444,4.1
20160104,Chennai,Borna Coric,Marcel Granollers,20160103 1019,1.56,2.76,20160104 1410,1.5,2.96,20160103 1019,1.56,20160104 0550,3.15
20160104,Chennai,Austin Krajicek,Rajeev Ram,20160104 1307,2.24,1.8,20160105 1200,2.06,1.93,20160104 2036,2.3,20160105 1200,1.93
20160104,Chennai,John Millman,Evgeny Donskoy,20160103 1915,1.68,2.46,20160104 1135,1.66,2.48,20160103 2047,1.71,20160104 1016,2.58
20160104,Chennai,Aljaz Bedene,Vasek Pospisil,20160103 1332,2.68,1.59,20160105 1631,2.66,1.64,20160104 2040,2.82,20160105 1631,1.64
20160104,Chennai,Luca Vanni,Jan Lennard Struff,20160102 2218,2.02,1.97,20160105 1400,2.2,1.82,20160105 1126,2.28,20160102 2218,1.97
20160104,Doha,Novak Djokovic,Rafael Nadal,20160108 1942,1.2,5.3,20160109 1507,1.18,6.4,20160108 2058,1.22,20160109 1507,6.4
20160104,Doha,Novak Djokovic,Tomas Berdych,20160107 2123,1.09,12.5,20160108 1656,1.11,9.4,20160108 1102,1.12,20160107 2123,12.5
20160104,Doha,Rafael Nadal,Illya Marchenko,20160107 1800,1.12,9.4,20160108 1521,1.12,9.8,20160108 0649,1.13,20160107 2037,10.0
